URL,WhatsApp,Email,Facebook Pixel,Google Ads
https://glasseco.com.br/esquadrias/?https://glasseco.com.br/&gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7PVLGCfd9vm50FS-QMTmy7rHOQl7LXuvP5yB6U9K0-r6vHyLgG6w2RoCh6kQAvD_BwE,https://wa.me/5555213418006,vendas@glasseco.com.br,Ausente,Presente
https://ecgsistemas.com/ecg_site/e.php?f=s6n&gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7KpizRCPcaV0WefuOnpPelaFQQcMaCfU_995FeTKMQLd6wLBRfFoTxoC5k8QAvD_BwE,N/A,N/A,Ausente,Ausente
https://www.google.com/search?q=esquadrias+de+aluminio+em+minas+gerais&sca_esv=8cadc08fc5804b8d&sca_upv=1&sxsrf=ADLYWIIQHEyeeXNZtxYsWpL6Ufw-ogYICQ:1723216734593&ei=XjO2ZtzvI6rV1sQPsazYmQ0&start=20&sa=N&sstk=Aagrsuhc9ncwKJREdJMVcavFILHKgCvjhj8VxIYkjC-xcfOVoLvuQ1oJ1XoSYJXFp-AWrJY3R0_yJl_RzyudSzgcPYRfgg-5S-EFTazt53Di8LHDVMVLk4KdgaSWDfuFgiTR&ved=2ahUKEwjcltjKmuiHAxWqqpUCHTEWNtM4ChDy0wN6BAgMEAc&biw=1536&bih=695&dpr=1.25,N/A,N/A,Ausente,Ausente
https://loja.alu-cek.com.br/produto/perfil-de-aluminio-20mm-x-120mm/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7H2sSOuAgObyFGeHha2EgaueH_zaYciRaUQBC8T0MJuo4-M8AgIeYRoCHuUQAvD_BwE,N/A,alu-cek@alu-cek.com.br,Ausente,Presente
https://temperglassdf.com/categoria-produto/aluminios/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7IsW-FmQQNq10SAFZNU5qNSE9Nai0Z-BCoCr3PSfAZ9-OOS1Kmr_bhoCi7sQAvD_BwE,https://wa.me/5561981930149,N/A,Ausente,Presente
https://durabilvidros.com/servicos/esquadrias-de-aluminio/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7D5p1rp88crf9U-rEXBnWy2BKF1LxyP8DZyZq9JwU1UnZGwFhsVaQhoCGKMQAvD_BwE,https://wa.me/5562998081736,contato@durabilvidros.com,Ausente,Presente
https://irmaoscunhadf.com.br/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7HRjXRgz_BxPueKf677LmklBqU-aeTjSM24h31xa4anTvyhGQzNXEBoCvP4QAvD_BwE,https://wa.me/5561991096811,N/A,Ausente,Ausente
https://lp.rotamadeiras.com.br/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7MKNdZ_oqG-xo5EvdzdJTdOoqxkppJPopVfK_7ecLO0GOnDh6sJ3aRoC1ocQAvD_BwE,https://wa.me/5555623995848,rotamadeiras@gmail.com,Ausente,Ausente
https://projectalum.rds.land/site?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7M1nrvva1Ag7Xa4UxQMudSoI3tTD-hZxnZu8kqntW4PCLLmWwpHOwxoCQHAQAvD_BwE,N/A,N/A,Presente,Presente
https://ecgsistemas.com/ecg_site/cadastro.php?fdi_codigo_portal=s6n,https://wa.me/5555483033103,vendas@ecg.inf.br,Ausente,Presente
https://premiumesquadrias.com.br/lp/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7CdoWAhTvMMa8s98BjZpqHQR6CxZmvuerumS-5lQg1NuxtDfbj_avxoCOqAQAvD_BwE,https://wa.me/5519998467631,contato@premiumesquadrias.com.br,Ausente,Presente
https://www.famavidros.com/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7EhGYxWvwhhn2SF5XHN1bvaoBHsEEv6c6pdqw162t9J8X3cehQA4WxoCwcMQAvD_BwE,https://wa.me/5555163444070,contato@famavidros.com,Ausente,Presente
https://masteresquadriasdf.com.br/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7IlVsFSe9lDIYad1w7nAP90V4pMevE07r2rnJ3SzNRxTuo_Yu9xTxhoCrokQAvD_BwE,https://wa.me/5561996301490,N/A,Ausente,Ausente
https://www.google.com/search?q=esquadrias+de+aluminio+em+minas+gerais&sca_esv=8cadc08fc5804b8d&sca_upv=1&sxsrf=ADLYWIIXrupHtRnO1ZwhrE8i_66bKDLfjg:1723216754676&ei=cjO2ZuWFKbe_1sQP687z8AY&start=30&sa=N&sstk=Aagrsuhts_Sg13w6tw6Fk5ckFFWhhkfKID1F-J85m8BpBZ-QHSVpZcXXXjDhgHs4_s4jiTbOt_eRJ66xEJLozP33ofzSeRhfxtFapk9HwKTEo1nzRRn8mTE0NfbGxD4htD_1252YjskXB5E1XEHv2KNbDlxl8ZDlLts&ved=2ahUKEwjlhqLUmuiHAxW3n5UCHWvnHG44FBDy0wN6BAglEAk&biw=1536&bih=695&dpr=1.25,N/A,N/A,Ausente,Ausente
https://aluminio-ja.com.br/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7BJjYks1Ph8D6yOecSI_62x4_8hBjp8lW9xgptXGr1AsMjeVlqnuKBoCkNwQAvD_BwE,N/A,N/A,Ausente,Ausente
https://ribeiraoesquadrias.com.br/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7K-muPFi-B4nfAYKs0pyZFfMI6N42ZlJSo7v3P-R5Zdoczz3UXSpVhoCD80QAvD_BwE,https://wa.me/5516982518010,N/A,Presente,Presente
https://www.espacovidrorp.com.br/cgi-sys/suspendedpage.cgi?gclid=CjwKCAjw_Na1BhAlEiwAM-dm7IpIp-4sggJznO_x7HHr9oOCUylQbab3RDBysYyrX_dOb0rzIW5djRoC3UsQAvD_BwE,N/A,N/A,Ausente,Ausente
https://alumicenteramericana.com.br/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7OKu-3pCeISpK1mZxGqs8pQxCpWkUZjaAYeNSVuwaxjskAYmZzWHQhoCLNAQAvD_BwE,N/A,alumicenter1559@hotmail.com,Ausente,Presente
https://comercialtelas.com.br/esquadrias/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7FdbNwmvcrgD2R3zcCeG7aCSAESgPg3Mbppw75L5ZUVAMGal3M1EjRoCYR4QAvD_BwE,https://wa.me/5519986047892,comercialtelas@hotmail.com,Ausente,Presente
https://solarmateriaisconstrucao.com.br/?pht=62611614629648583&gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7EyG4v7ZQHipv_ofCIpQMej6JFF1OlDzdwm2hAqZMRJkeicPlYgQDRoCkigQAvD_BwE,https://wa.me/5555623923676,N/A,Presente,Presente
https://www.google.com/search?q=esquadrias+de+aluminio+em+minas+gerais&sca_esv=8cadc08fc5804b8d&sca_upv=1&sxsrf=ADLYWIJ2eHbcgit5a9x33IPXH_wnLwR1Zg:1723216774387&ei=hjO2Zq2jF-LU1sQPx-SpgQE&start=40&sa=N&sstk=Aagrsuh-ao0LuVQbHP8rM2KOUh_dOSM1n7Jz3XEf41oAq3mKF7IxG44c_ApmCT-rCu6iWRqY4GRwo9gzrSDgiUMSXRKO-gkie9upsF_H0_3FqHBoRal4DRUB7y1r4P3HomNZjUprEDmgwPRa1-I30ewdBofTelTQWBgSxKdnTiwwObyFyifxfS-81mMnXe8hsw&ved=2ahUKEwit_tTdmuiHAxViqpUCHUdyKhA4HhDy0wN6BAgEEAs&biw=1536&bih=695&dpr=1.25,N/A,N/A,Ausente,Ausente
https://vidrariavidroseesquadrias.com.br/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7DYcRs1e8qcetNrYMAdLISxnMZ-JcdZbtOcu8cLBhdx01TrsG09NKxoCEzEQAvD_BwE,https://wa.me/5555623098486,vidrariavidros@gmail.com,Ausente,Ausente
https://esquadriadealuminiorj.com.br/contato/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7KD2xSZmbqRFrMVcGE36bWfAvcd9zBLwfpSCREFp5V3KZX1tlL5xpBoC5NkQAvD_BwE,https://wa.me/5521964793281,contato@esquadriadealuminiorj.com.br,Ausente,Presente
https://iwataesquadrias.com.br/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7FuWe6ZGQXBAk-HkmoS0C9zl045ohZ6m-BoouIqJRtBB61boE7no0hoCf_AQAvD_BwE,https://wa.me/5512996069132,N/A,Presente,Presente
https://verrerioglass.com.br/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7Elh1mLqhxk2olzZygmuampbD_7KHV6wa9S-6sCyShLUHsyGXoylBRoCe2kQAvD_BwE,https://wa.me/5521964139204,N/A,Ausente,Ausente
https://minasboxoficial.com.br/?gad_source=1,https://wa.me/5527988217788,N/A,Ausente,Ausente
https://www.google.com/search?q=esquadrias+de+aluminio+em+minas+gerais&sca_esv=8cadc08fc5804b8d&sca_upv=1&sxsrf=ADLYWII8nLXfRBrGI4g0azu7ON8SaKQiQQ:1723216790780&ei=ljO2Zq2eL4DZ1sQP3NXN2A0&start=50&sa=N&sstk=Aagrsujcx-52dQhOykDNxmSh9O46CKSGdn1XZKZdOPMsysn0JWgvaCyLUZwKUjYrYwFY1RiBqk29yLSohS_daG4Sg2JFt5-IU6GqxQNO577ETfV8LfsSqw_U47ZXsf5tsegqXRakwx--jHyQgDPrVC-9TGJBtv884q62YUO7NQLH-EvjR1zFlYwvOYqq56isxb-nYFVwu3X4Y6QbOZsRfaULgJoqz3rx&ved=2ahUKEwitwb3lmuiHAxWArJUCHdxqE9s4KBDy0wN6BAgHEA0&biw=1536&bih=695&dpr=1.25,N/A,N/A,Ausente,Ausente
https://imacustica.com.br/lp/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7PKoR9tK50DZyaQsRzdUuJWAfemFiIgDB9yZnaFG1FNmLXEQfOdNkRoCricQAvD_BwE,N/A,N/A,Ausente,Ausente
https://www.ciadoaluminio.com.br/?utm_source=google&utm_medium=search&utm_campaign=janela-aluminio&utm_id=hm&utm_term=veneziana-de-aluminio&gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7LcoYIM53GrRfFU34K5NOBHhs9aKZebz2RHTmYeAx8k0W54NSi2xJhoCp1IQAvD_BwE,https://wa.me/5511999161293,contato@ciadoaluminio.com.br,Presente,Presente
https://www.metalax.ind.br/home?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7AlCEQkH3dsGIjdsSbtv9lb74ckO4zb1M1Njn2FXLmle9WE2pSKCnxoCxBcQAvD_BwE,N/A,N/A,Ausente,Presente
https://www.efjesquadrias.com.br/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7CWm-0pt6kqDtNjxwezb_Xw5BpWlrMGfGQSECRDLK8iTCoRgCXWOHhoCB3UQAvD_BwE,https://wa.me/5511979957800,contato@efjesquadrias.com.br,Ausente,Presente
https://www.google.com/search?q=esquadrias+de+aluminio+em+minas+gerais&sca_esv=8cadc08fc5804b8d&sca_upv=1&sxsrf=ADLYWILQxAXRY9LnMqCZsNLi98Kj2tsKnw:1723216805981&ei=pTO2ZozIO7HJ1sQPyKupOQ&start=60&sa=N&sstk=Aagrsug6Rb7bw3nDlt2N2bMxQD6Df4VmNCmPBdHFwM7E2nd2UJqOfdck4OkbtN3EO-YFyIEG3P4KQ-KvZWodZviDYufd9vODBZMUzCPi8NzZqI5V9fVBpEPzuS_HXROdh_PkJ6LdgkABnnAheKagJQm0H_jY0LniJAjrP-LlA8X6yXQUdO0hLxDUELFq23CkEN8k_r3ytMggSNSgQNO2-oweDOfye20eYjVMun2nZu7hgrbZ4sXz2DOn2JCV_iU&ved=2ahUKEwjMrt3smuiHAxWxpJUCHchVKgc4MhDy0wN6BAgFEA8&biw=1536&bih=695&dpr=1.25,N/A,N/A,Ausente,Ausente
https://www.alfaesquadriasonline.com.br/?gad_source=1,https://wa.me/5511945123624,vendasonline@alfaesquadrias.com.br,Ausente,Presente
https://www.pinhalmadeiras.com.br/?gad_source=1,https://wa.me/5516996123788,pinhalmadeiras@pinhalmadeiras.com.br,Ausente,Ausente
https://portazsa.com.br/?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7KvWAvbWqQml9Oh1IlU-salZwPWR6xazMxihZIbn43cM9Ta82h_wORoCxqgQAvD_BwE,https://wa.me/5562995070179,N/A,Presente,Presente
https://www.paginadecontatolp.com/elux-esquadrias?gad_source=1&gclid=CjwKCAjw_Na1BhAlEiwAM-dm7D2JcCMmjABKKOsNQNlIwZ6NPC3tnUl1RcWDquiUlMPZ1nqBBaKo-RoC0xwQAvD_BwE,https://wa.me/5555623609008,N/A,Ausente,Presente
